dataset,face,label,video_id,split,frame,identity,src
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/4087e9b5ac89_00000.jpg,1,ff++/FaceForensics++_C23/Deepfakes/006_002,train,0,006,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/006_002.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/4087e9b5ac89_00030.jpg,1,ff++/FaceForensics++_C23/Deepfakes/006_002,train,30,006,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/006_002.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/4087e9b5ac89_00060.jpg,1,ff++/FaceForensics++_C23/Deepfakes/006_002,train,60,006,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/006_002.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/4087e9b5ac89_00090.jpg,1,ff++/FaceForensics++_C23/Deepfakes/006_002,train,90,006,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/006_002.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/4087e9b5ac89_00120.jpg,1,ff++/FaceForensics++_C23/Deepfakes/006_002,train,120,006,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/006_002.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/4087e9b5ac89_00150.jpg,1,ff++/FaceForensics++_C23/Deepfakes/006_002,train,150,006,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/006_002.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/4087e9b5ac89_00180.jpg,1,ff++/FaceForensics++_C23/Deepfakes/006_002,train,180,006,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/006_002.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/4087e9b5ac89_00210.jpg,1,ff++/FaceForensics++_C23/Deepfakes/006_002,train,210,006,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/006_002.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/4087e9b5ac89_00240.jpg,1,ff++/FaceForensics++_C23/Deepfakes/006_002,train,240,006,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/006_002.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/4087e9b5ac89_00300.jpg,1,ff++/FaceForensics++_C23/Deepfakes/006_002,train,300,006,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/006_002.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00000.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,0,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00030.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,30,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00060.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,60,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00091.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,91,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00121.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,121,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00151.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,151,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00182.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,182,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00212.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,212,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00242.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,242,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00273.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,273,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00303.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,303,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00334.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,334,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00364.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,364,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00394.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,394,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00425.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,425,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00455.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,455,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00485.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,485,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00516.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,516,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00546.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,546,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/2f0a6b24a6a3_00577.jpg,1,ff++/FaceForensics++_C23/Deepfakes/381_376,test,577,381,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/381_376.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/cd5c8a3daafd_00000.jpg,1,ff++/FaceForensics++_C23/Deepfakes/012_026,train,0,012,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/012_026.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/cd5c8a3daafd_00030.jpg,1,ff++/FaceForensics++_C23/Deepfakes/012_026,train,30,012,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/012_026.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/cd5c8a3daafd_00060.jpg,1,ff++/FaceForensics++_C23/Deepfakes/012_026,train,60,012,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/012_026.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/cd5c8a3daafd_00120.jpg,1,ff++/FaceForensics++_C23/Deepfakes/012_026,train,120,012,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/012_026.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/cd5c8a3daafd_00150.jpg,1,ff++/FaceForensics++_C23/Deepfakes/012_026,train,150,012,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/012_026.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/cd5c8a3daafd_00180.jpg,1,ff++/FaceForensics++_C23/Deepfakes/012_026,train,180,012,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/012_026.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/cd5c8a3daafd_00240.jpg,1,ff++/FaceForensics++_C23/Deepfakes/012_026,train,240,012,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/012_026.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/cd5c8a3daafd_00270.jpg,1,ff++/FaceForensics++_C23/Deepfakes/012_026,train,270,012,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/012_026.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/cd5c8a3daafd_00300.jpg,1,ff++/FaceForensics++_C23/Deepfakes/012_026,train,300,012,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/012_026.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/train/1/cd5c8a3daafd_00360.jpg,1,ff++/FaceForensics++_C23/Deepfakes/012_026,train,360,012,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/012_026.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00000.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,0,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00034.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,34,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00069.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,69,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00104.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,104,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00139.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,139,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00174.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,174,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00209.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,209,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00244.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,244,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00279.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,279,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00314.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,314,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00348.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,348,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00383.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,383,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00418.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,418,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00453.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,453,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00488.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,488,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00523.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,523,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00558.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,558,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00593.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,593,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00628.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,628,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/a1ccb8879221_00663.jpg,1,ff++/FaceForensics++_C23/Deepfakes/605_591,test,663,605,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/605_591.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00000.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,0,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00042.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,42,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00084.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,84,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00126.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,126,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00168.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,168,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00210.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,210,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00252.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,252,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00295.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,295,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00337.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,337,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00379.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,379,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00421.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,421,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00463.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,463,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00505.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,505,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00548.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,548,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00590.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,590,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00632.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,632,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
ff++,/content/drive/MyDrive/NIT-PATNA-P2/fsttnet_v2/faces/ff++/test/1/c611cdccb34d_00674.jpg,1,ff++/FaceForensics++_C23/Deepfakes/494_445,test,674,494,/root/.cache/kagglehub/datasets/xdxd003/ff-c23/versions/1/FaceForensics++_C23/Deepfakes/494_445.mp4
